COB,CauchyWeight,CauchySkew,Error
2019-12-03,0.9771884156742895,0.9999,0.0864553995124955
2020-01-02,1.0,0.9999,0.09495514175798893
2020-02-01,1.0,0.9999,0.11249820997838358
2020-03-02,1.0,0.9999,0.02781583593119478
2020-04-01,1.0,0.9999,0.2878292395686272
2020-05-01,0.9546516811512141,0.9999,0.18971308081466448
2020-05-31,0.9478676796298338,0.9999,0.36465022224782223
2020-06-30,0.9275458240418799,0.9999,0.2827855604015694
2020-07-30,0.9275458240418799,0.9999,0.3290919572434308
2020-08-29,0.9444658579085312,0.9999,0.45177485397585765
2020-09-28,0.6882170990584583,0.9999,0.3844051959596199
2020-10-28,0.6955108338077769,0.9999,0.3788196214220705
2020-11-27,0.6955108338077769,0.9999,0.382892679131944
2020-12-27,0.6811217158103613,0.9999,0.4733534206932814
2021-01-26,0.7255176785413342,0.9999,0.503264685079769
2021-02-25,0.7190563633935642,0.9999,0.519427474378698
2021-03-27,0.7058694085992708,0.9999,0.21138748529146928
2021-04-26,0.749685236685099,0.9999,0.12486072977874171
2021-05-26,0.7709088201769088,0.9999,0.17532851261322357
2021-06-25,0.747860730196225,0.9999,0.13051023061975175
2021-07-25,1.0,0.9999,0.1144262713704749
2021-08-24,1.0,0.9999,0.10897373460922458
2021-09-23,0.8245504949408643,0.9999,0.03525582684675482
2021-10-23,0.799886568105317,0.9999,0.041556520841552744
2021-11-22,0.8075525646905568,0.9999,0.03434477293654542
2021-12-22,0.648454574693669,0.9999,0.05845450319370623
2022-01-21,0.6378802977773824,0.9999,0.07155354034288645
2022-02-20,0.5642692309252972,0.9999,0.03012879955343024
2022-03-22,0.5642692309252972,0.9999,0.04835835836399065
2022-04-21,0.5642692309252972,0.9999,0.06360858922216468
2022-05-21,0.8321420782825891,0.9999,0.09987423247040463
2022-06-20,0.5709543636059052,0.9999,0.1098495008433409
2022-07-20,0.5709543636059052,0.9999,0.11001436406803022
2022-08-19,0.5032473941239356,0.9999,0.0808604017059299
2022-09-18,0.5716064120828956,0.9999,0.10411928206922426
2022-10-18,0.5488135039273249,0.9999,0.08553255487924497
2022-11-17,0.3306532053380583,0.9999,0.06345722913035434
2022-12-17,0.3755335371414589,0.9999,0.0985443207245697
2023-01-16,0.15309689683572283,0.9999,0.09333223568315285
2023-02-15,0.5306147387097228,0.9999,0.06771483379839231
2023-03-17,0.582070439279102,0.9999,0.11524693774928962
2023-04-16,0.5488135039273249,0.9999,0.09827369937509244
2023-05-16,0.3735110141556837,0.9999,0.09353923491624024
2023-06-15,0.15666428423663822,0.9999,0.033463662134690104
2023-07-15,0.15666428423663822,0.9999,0.06369654105075469
2023-08-14,0.5488135039273249,0.9999,0.07803741690848505
2023-09-13,0.0540355341692712,0.9999,0.07387519278296037
2023-10-13,0.024219256080959036,0.9999,0.05467266867730281
2023-11-12,0.024219256080959036,0.9999,0.11987683574593148
2023-12-12,0.01749914724702267,0.9999,0.10071434651911867
2024-01-11,0.0,0.9999,0.14787081334038374
2024-02-10,0.25348370831326966,0.9999,0.15501827814231878
2024-03-11,0.2745946998202861,0.9999,0.12077234152810334
2024-04-10,0.2745946998202861,0.9999,0.10921772227822912
2024-05-10,0.005294567862870644,0.9999,0.11552714211138196
2024-06-09,0.05805632067769374,0.9999,0.11824971460034793
2024-07-09,0.10207172911915188,0.9999,0.10142211859086624
2024-08-08,0.5488135039273249,0.9999,0.12225414476847846
2024-09-07,0.6112479335932635,0.9999,0.1003637332968234
2024-10-07,0.5488135039273249,0.9999,0.049219977993004704
2024-11-06,0.5488135039273249,0.9999,0.030014134587590516
2024-12-06,0.5281488975578219,0.9999,0.03082699365219456
2025-01-05,0.5281488975578219,0.9999,0.12934673295566584
2025-02-04,0.5488135039273249,0.9999,0.09651880313665061
2025-03-06,0.7818311826883818,0.9999,0.11424180560415335
2025-04-05,0.7453495391376112,0.9999,0.13655510359831333
2025-05-05,0.8921957500637359,0.9999,0.1268547597567634
2025-06-04,0.9805884449856478,0.9999,0.08721938394420937
2025-07-04,1.0,0.9999,0.08865655471338595
2025-08-03,0.8323657586213706,0.9999,0.1340864037002056
2025-09-02,0.8323657586213706,0.9999,0.06907344689330847
2025-10-02,0.7948646073406291,0.9999,0.11996325696596612
2025-11-01,0.7948646073406291,0.9999,0.07989430327892906
2025-12-01,0.8655684536101866,0.9999,0.09899418662291568
2025-12-31,0.8655684536101866,0.9999,0.11757508051682457
